"","motif","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","motif.name"
"666","MA0699.1",6.52985391508775e-12,0.752007182416925,0.751,0.491,4.13339752825055e-09,"NE_7","LBX2"
"667","MA0700.2",1.590476324096e-14,0.775012507021912,0.646,0.496,1.00677151315277e-11,"NE_6","LHX2"
"668","MA0700.2",5.57633766336171e-63,1.58605728502607,0.85,0.49,3.52982174090796e-60,"NFIB high_NE","LHX2"
"669","MA0700.2",0.000100950335379984,0.935279697146527,0.62,0.504,0.06390156229553,"NE_8","LHX2"
"670","MA0700.2",8.20783685324357e-09,0.6039528947971,0.684,0.501,5.19556072810318e-06,"NE_7","LHX2"
"671","MA0700.2",2.05879105120112e-30,0.967321002908699,0.673,0.489,1.30321473541031e-27,"NE_5","LHX2"
"672","MA0701.2",3.53649509055132e-15,0.848949353838781,0.751,0.495,2.23860139231899e-12,"NE_7","LHX9"
"673","MA0701.2",4.63563723312432e-06,1.68930266701048,0.71,0.498,0.00293435836856769,"NE_8","LHX9"
"674","MA0701.2",5.97198621871629e-22,1.2838068942664,0.656,0.491,3.78026727644741e-19,"NE_6","LHX9"
"675","MA0701.2",1.30074994100682e-61,2.04671914860238,0.839,0.486,8.23374712657315e-59,"NFIB high_NE","LHX9"
"676","MA0701.2",4.28549271244729e-39,0.504189477546429,0.658,0.479,2.71271688697913e-36,"NE_3","LHX9"
"677","MA0702.2",2.12519963200157e-59,1.90082980174644,0.839,0.487,1.34525136705699e-56,"NFIB high_NE","LMX1A"
"678","MA0702.2",2.6995671747429e-11,0.660471529383653,0.723,0.497,1.70882602161225e-08,"NE_7","LMX1A"
"679","MA0702.2",1.52213630288204e-24,0.804361375819301,0.684,0.49,9.63512279724334e-22,"NE_6","LMX1A"
"680","MA0702.2",2.90834954518793e-07,0.702226269678742,0.71,0.499,0.000184098526210396,"NE_8","LMX1A"
"681","MA0703.2",1.66091956105354e-24,1.03960283183552,0.684,0.499,1.05136208214689e-21,"NE_6","LMX1B"
"682","MA0703.2",2.68195671315679e-11,0.597051620816003,0.734,0.506,1.69767859942825e-08,"NE_7","LMX1B"
"683","MA0703.2",1.60617738464593e-05,0.591276921139972,0.7,0.508,0.0101671028448088,"NE_8","LMX1B"
"684","MA0703.2",1.87181844266569e-66,1.92663269703173,0.873,0.495,1.18486107420738e-63,"NFIB high_NE","LMX1B"
"685","MA0706.1",4.72742166769511e-20,1.13772571264617,0.692,0.498,2.99245791565101e-17,"NE_6","MEOX2"
"686","MA0706.1",1.59751981288249e-66,1.93737900314798,0.864,0.494,1.01123004155462e-63,"NFIB high_NE","MEOX2"
"687","MA0706.1",4.63552616489465e-12,0.884726637383334,0.751,0.504,2.93428806237831e-09,"NE_7","MEOX2"
"688","MA0706.1",5.03054741108124e-05,0.808078375263482,0.7,0.507,0.0318433651121443,"NE_8","MEOX2"
"689","MA0707.1",5.24022846237705e-13,0.619818961174593,0.734,0.511,3.31706461668467e-10,"NE_7","MNX1"
"690","MA0707.1",3.19805342963563e-55,1.67596079268739,0.833,0.502,2.02436782095935e-52,"NFIB high_NE","MNX1"
"691","MA0707.1",3.34793001948411e-25,1.00240483431487,0.69,0.505,2.11923970233344e-22,"NE_6","MNX1"
"692","MA0707.1",7.66517648492314e-05,0.77104696344355,0.65,0.514,0.0485205671495635,"NE_8","MNX1"
"693","MA0708.1",1.50585050968912e-63,1.83757075298818,0.822,0.477,9.53203372633214e-61,"NFIB high_NE","MSX2"
"694","MA0708.1",8.77217873104353e-07,0.769639116778382,0.638,0.488,0.000555278913675055,"NE_7","MSX2"
"695","MA0708.1",1.01697029859366e-16,0.886993532481337,0.648,0.481,6.4374219900979e-14,"NE_6","MSX2"
"696","MA0710.1",9.88207367271771e-68,2.15407604219878,0.841,0.487,6.25535263483031e-65,"NFIB high_NE","NOTO"
"697","MA0710.1",1.2072114876071e-06,1.10202217961237,0.7,0.499,0.000764164871655295,"NE_8","NOTO"
"698","MA0710.1",2.22982337394887e-17,1.05862490540129,0.802,0.495,1.41147819570963e-14,"NE_7","NOTO"
"699","MA0710.1",9.14437399821665e-25,1.34004259590146,0.652,0.492,5.78838874087114e-22,"NE_6","NOTO"
"700","MA0711.1",0.000131352510198753,0.541750349143048,0.786,0.481,0.0831461389558109,"Endothelial cells","OTX1"
"701","MA0711.1",0.00887802304938506,0.500545666360811,0.613,0.482,1,"Stromal cells","OTX1"
"702","MA0712.2",1.20170425865363e-06,0.659365893377152,0.676,0.483,0.000760678795727745,"AT2 cells","OTX2"
"703","MA0712.2",1.06048001725401e-10,0.783482448691113,0.663,0.482,6.71283850921787e-08,"Club cells_3","OTX2"
"704","MA0713.1",9.80314839376784e-12,0.955409675091278,0.751,0.503,6.20539293325504e-09,"NE_7","PHOX2A"
"705","MA0713.1",3.82406894453346e-54,1.97210744667332,0.807,0.495,2.42063564188968e-51,"NFIB high_NE","PHOX2A"
"706","MA0713.1",1.46152388203036e-32,0.635802994675447,0.69,0.49,9.25144617325216e-30,"NE_5","PHOX2A"
"707","MA0713.1",2.10509542990445e-12,0.583310500892178,0.63,0.5,1.33252540712952e-09,"NE_6","PHOX2A"
"708","MA0714.1",1.19968849099439e-15,1.07065968219821,0.739,0.479,7.59402814799449e-13,"Club cells_3","PITX3"
"709","MA0714.1",5.71776920560567e-15,0.596291093238067,0.635,0.477,3.61934790714839e-12,"Club cell_2","PITX3"
"710","MA0714.1",5.94154958462612e-13,1.13662754788879,0.69,0.482,3.76100088706833e-10,"AT2 cells","PITX3"
"711","MA0715.1",7.00573601284386e-51,1.62312368738666,0.813,0.492,4.43463089613016e-48,"NFIB high_NE","PROP1"
"712","MA0715.1",4.11042733614013e-10,0.847194693297565,0.689,0.502,2.6019005037767e-07,"NE_7","PROP1"
"713","MA0715.1",5.81407072125603e-16,0.685775224417757,0.622,0.498,3.68030676655507e-13,"NE_6","PROP1"
"714","MA0715.1",2.04506529715047e-05,0.54521832320865,0.69,0.504,0.0129452633309625,"NE_8","PROP1"
"715","MA0716.1",3.26664446435257e-06,0.724782237592013,0.7,0.511,0.00206778594593517,"NE_8","PRRX1"
"716","MA0716.1",1.3794192845404e-12,0.592391420773142,0.734,0.508,8.73172407114075e-10,"NE_7","PRRX1"
"717","MA0716.1",3.04226905932725e-71,2.05940726996839,0.878,0.497,1.92575631455415e-68,"NFIB high_NE","PRRX1"
"718","MA0716.1",3.53741871575743e-24,1.82732802622728,0.692,0.502,2.23918604707446e-21,"NE_6","PRRX1"
"719","MA0717.1",2.80463391221474e-56,2.00283163888966,0.796,0.492,1.77533326643193e-53,"NFIB high_NE","RAX2"
"720","MA0717.1",3.67791706610677e-12,0.66043153051162,0.729,0.5,2.32812150284559e-09,"NE_7","RAX2"
"721","MA0717.1",1.737305564318e-24,1.32565376070954,0.686,0.493,1.0997144222133e-21,"NE_6","RAX2"
"722","MA0717.1",5.89364191897497e-05,0.967818239507087,0.67,0.502,0.0373067533471115,"NE_8","RAX2"
"723","MA0718.1",9.29458336890811e-14,0.956766667807912,0.74,0.493,5.88347127251883e-11,"NE_7","RAX"
"724","MA0718.1",8.62658245255057e-24,1.32067033994176,0.666,0.488,5.46062669246451e-21,"NE_6","RAX"
"725","MA0718.1",9.1433478374759e-06,0.553012547956818,0.68,0.496,0.00578773918112224,"NE_8","RAX"
"726","MA0718.1",6.79921470921082e-70,1.96223437214221,0.836,0.484,4.30390291093045e-67,"NFIB high_NE","RAX"
"727","MA0721.1",3.53741871575743e-24,1.82732802622728,0.692,0.502,2.23918604707446e-21,"NE_6","UNCX"
"728","MA0721.1",3.04226905932725e-71,2.05940726996839,0.878,0.497,1.92575631455415e-68,"NFIB high_NE","UNCX"
"729","MA0721.1",1.3794192845404e-12,0.592391420773142,0.734,0.508,8.73172407114075e-10,"NE_7","UNCX"
"730","MA0721.1",3.26664446435257e-06,0.724782237592013,0.7,0.511,0.00206778594593517,"NE_8","UNCX"
"731","MA0722.1",7.73807877989693e-10,1.10194787185324,0.695,0.489,4.89820386767476e-07,"NE_7","VAX1"
"732","MA0722.1",2.48995332047718e-07,1.52364700744393,0.66,0.492,0.000157614045186206,"NE_8","VAX1"
"733","MA0722.1",1.88060348926993e-63,1.43034153712497,0.833,0.479,1.19042200870786e-60,"NFIB high_NE","VAX1"
"734","MA0722.1",2.88198635949395e-24,1.17743283462699,0.672,0.483,1.82429736555967e-21,"NE_6","VAX1"
"735","MA0723.1",2.41928340469251e-14,1.77391160763679,0.734,0.491,1.53140639517036e-11,"NE_7","VAX2"
"736","MA0723.1",1.77375156510451e-09,1.20346283413878,0.77,0.493,1.12278474071115e-06,"NE_8","VAX2"
"737","MA0723.1",3.3279249216555e-68,1.64810583055633,0.85,0.481,2.10657647540793e-65,"NFIB high_NE","VAX2"
"738","MA0723.1",9.69925902999801e-25,1.34978985042924,0.688,0.484,6.13963096598874e-22,"NE_6","VAX2"
"739","MA0724.1",3.92575072614009e-26,0.738858754364243,0.72,0.488,2.48500020964668e-23,"NFIB high_NE","VENTX"
"740","MA0725.1",9.77937056950244e-41,1.29495858073507,0.796,0.477,6.19034157049505e-38,"NFIB high_NE","VSX1"
"741","MA0725.1",9.760726513071e-14,0.973192268368622,0.618,0.482,6.17853988277394e-11,"NE_6","VSX1"
"742","MA0725.1",1.3504415376909e-14,1.12244536392428,0.718,0.486,8.54829493358342e-12,"NE_7","VSX1"
"743","MA0726.1",1.57935782162501e-72,1.91074467416512,0.853,0.473,9.9973350108863e-70,"NFIB high_NE","VSX2"
"744","MA0726.1",1.57573123660077e-07,0.840525389516011,0.72,0.486,9.97437872768288e-05,"NE_8","VSX2"
"745","MA0726.1",1.22843296574742e-13,1.80500896276052,0.718,0.484,7.77598067318116e-11,"NE_7","VSX2"
"746","MA0726.1",3.50442598219374e-23,1.44734936593951,0.652,0.479,2.21830164672864e-20,"NE_6","VSX2"
"747","MA0727.1",1.84947866448405e-08,1.9059713359485,0.903,0.477,1.1707199946184e-05,"Stromal cells","NR3C2"
"748","MA0727.1",1.50655788901978e-22,7.98964722999338,0.952,0.476,9.53651143749519e-20,"Endothelial cells","NR3C2"
"749","MA0729.1",0,2.05610996898728,0.885,0.376,0,"Club cells_1","RARA"
"750","MA0729.1",3.56369429152003e-14,0.780093611273869,0.761,0.451,2.25581848653218e-11,"AT2 cells","RARA"
"751","MA0729.1",1.28575732498888e-96,1.49785370229022,0.878,0.433,8.13884386717959e-94,"Club cell_2","RARA"
"752","MA0729.1",1.19182258054858e-55,2.00961693110408,0.924,0.446,7.54423693487252e-53,"Club cells_3","RARA"
"753","MA0729.1",1.01743246719429e-12,0.730862731281936,0.826,0.452,6.44034751733988e-10,"Cilliated cells","RARA"
"754","MA0730.1",1.89014529455251e-92,1.64019345458578,0.867,0.433,1.19646197145174e-89,"Club cell_2","RARA(var.2)"
"755","MA0730.1",0,2.24185642297883,0.886,0.375,0,"Club cells_1","RARA(var.2)"
"756","MA0730.1",3.5970095353888e-14,0.695503870562434,0.804,0.452,2.27690703590111e-11,"Cilliated cells","RARA(var.2)"
"757","MA0730.1",3.31009276515057e-56,2.33736469588515,0.918,0.445,2.09528872034031e-53,"Club cells_3","RARA(var.2)"
"758","MA0731.1",1.19436693263038e-184,1.4447585997571,0.789,0.423,7.56034268355031e-182,"Club cells_1","BCL6B"
"759","MA0731.1",2.22437230875837e-42,0.932427563559594,0.739,0.466,1.40802767144405e-39,"Club cell_2","BCL6B"
"760","MA0731.1",1.05434151031951e-05,1.3520468617002,0.806,0.479,0.0066739817603225,"Stromal cells","BCL6B"
"761","MA0731.1",1.48926022560473e-13,1.02704766576327,0.711,0.476,9.42701722807796e-11,"AT2 cells","BCL6B"
"762","MA0731.1",1.1095350574218e-12,0.600373820006233,0.717,0.475,7.02335691348002e-10,"Club cells_3","BCL6B"
"763","MA0731.1",5.57974723336389e-13,2.25504920270405,0.905,0.478,3.53197999871934e-10,"Endothelial cells","BCL6B"
"764","MA0732.1",6.26248094123998e-161,1.98872508977511,0.789,0.423,3.96415043580491e-158,"NE_3","EGR3"
"765","MA0732.1",3.01529106278556e-08,2.29823265848362,0.64,0.465,1.90867924274326e-05,"NE_8","EGR3"
"766","MA0732.1",1.57777419289104e-54,0.544194602398494,0.66,0.439,9.98731064100029e-52,"NE_2","EGR3"
"767","MA0733.1",3.76503379072687e-05,1.28232714642645,0.64,0.48,0.0238326638953011,"NE_8","EGR4"
"768","MA0733.1",2.30715048134379e-42,0.536029020765628,0.655,0.457,1.46042625469062e-39,"NE_2","EGR4"
"769","MA0733.1",1.06692484077529e-119,1.78539629191469,0.762,0.444,6.75363424210759e-117,"NE_3","EGR4"
"770","MA0734.2",7.84164601770007e-19,0.511831437134388,0.597,0.476,4.96376192920414e-16,"NE_2","GLI2"
"771","MA0735.1",0.00801849882540349,0.601942764112547,0.587,0.484,1,"Cilliated cells","GLIS1"
"772","MA0735.1",7.10934040432173e-05,0.751532419337189,0.762,0.483,0.0450021247593565,"Endothelial cells","GLIS1"
"773","MA0735.1",5.41155152759261e-05,1.27292745889435,0.677,0.484,0.0342551211696612,"Stromal cells","GLIS1"
"774","MA0736.1",5.54591911058153e-07,0.891244956458888,0.674,0.493,0.000351056679699811,"Cilliated cells","GLIS2"
"775","MA0737.1",0.000581977864288864,1.21243969762356,0.62,0.488,0.368391988094851,"Cilliated cells","GLIS3"
"776","MA0738.1",5.14632449281942e-59,1.6174888356861,0.824,0.486,3.2576234039547e-56,"NFIB high_NE","HIC2"
"777","MA0738.1",0.00566078877825975,0.524888109202048,0.551,0.497,1,"NE_6","HIC2"
"778","MA0740.1",1.02666815555589e-14,0.79000505567469,0.804,0.474,6.4988094246688e-12,"Cilliated cells","KLF14"
"779","MA0740.1",8.36878102759333e-15,1.60742031628682,0.61,0.47,5.29743839046658e-12,"NE_6","KLF14"
"780","MA0741.1",4.06834418809002e-08,0.544227227809843,0.728,0.48,2.57526187106098e-05,"Cilliated cells","KLF16"
"781","MA0741.1",1.63676622055811e-09,0.613870530417307,0.594,0.476,1.03607301761329e-06,"NE_6","KLF16"
"782","MA0743.2",1.40445843078822e-22,0.59135000447827,0.646,0.503,8.89022186688942e-20,"NE_4","SCRT1"
"783","MA0743.2",1.06426839044358e-108,0.884790164711833,0.742,0.472,6.73681891150785e-106,"NE_1","SCRT1"
"784","MA0743.2",8.02628745997431e-50,0.783218541368708,0.748,0.495,5.08063996216374e-47,"NE_5","SCRT1"
"785","MA0743.2",1.79521877795893e-16,1.08300754962804,0.791,0.512,1.136373486448e-13,"NE_7","SCRT1"
"786","MA0744.2",1.33930544536714e-95,0.77416746860681,0.743,0.476,8.47780346917399e-93,"NE_1","SCRT2"
"787","MA0744.2",4.98344067308068e-53,0.876719928718332,0.737,0.5,3.15451794606007e-50,"NE_5","SCRT2"
"788","MA0744.2",2.13608349752025e-16,0.514357898950356,0.628,0.509,1.35214085393032e-13,"NE_4","SCRT2"
"789","MA0744.2",6.42590979751963e-16,1.34705949886073,0.763,0.516,4.06760090182993e-13,"NE_7","SCRT2"
"790","MA0745.2",1.62617106825299e-07,1.56747411118521,0.694,0.577,0.000102936628620414,"NFIB high_NE","SNAI2"
"791","MA0745.2",2.42203896626093e-47,3.39552653837713,0.949,0.574,1.53315066564317e-44,"NE_7","SNAI2"
"792","MA0745.2",2.10185635391009e-110,1.09805839417592,0.927,0.549,1.33047507202509e-107,"NE_5","SNAI2"
"793","MA0745.2",5.73240171690373e-46,0.788681790545511,0.795,0.558,3.62861028680006e-43,"NE_4","SNAI2"
"794","MA0745.2",6.04775117319324e-10,2.5360841598361,0.85,0.578,3.82822649263132e-07,"NE_8","SNAI2"
"795","MA0746.2",3.51029382949076e-14,1.00764935268689,0.826,0.488,2.22201599406765e-11,"Cilliated cells","SP3"
"796","MA0746.2",1.96105952591454e-09,0.996435513790002,0.592,0.486,1.2413506799039e-06,"NE_6","SP3"
"797","MA0747.1",5.23117760304898e-13,0.870621296440582,0.628,0.482,3.31133542273001e-10,"NE_6","SP8"
"798","MA0748.2",1.74364944805506e-12,1.14139124340923,0.561,0.454,1.10373010061886e-09,"NE_4","YY2"
"799","MA0748.2",4.59438442168811e-14,2.62938079202023,0.935,0.462,2.90824533892857e-11,"Stromal cells","YY2"
"800","MA0748.2",1.20471563582568e-23,6.24578522277699,1,0.462,7.62584997477657e-21,"Endothelial cells","YY2"
"801","MA0749.1",0.00479224064472241,0.620244401157365,0.595,0.487,1,"Endothelial cells","ZBED1"
"802","MA0750.2",1.0269740274377e-25,8.70178440729814,0.976,0.467,6.50074559368065e-23,"Endothelial cells","ZBTB7A"
"803","MA0751.1",3.43877451788267e-34,0.64019780029744,0.691,0.471,2.17674426981973e-31,"NE_5","ZIC4"
"804","MA0751.1",0.000579267668284935,0.601757636999744,0.63,0.488,0.366676434024364,"NE_8","ZIC4"
"805","MA0752.1",3.09209750161053e-11,0.680589402391932,0.706,0.507,1.95729771851946e-08,"NE_7","ZNF410"
"806","MA0753.2",9.85728836607734e-10,1.10957397432813,0.833,0.481,6.23966353572696e-07,"Endothelial cells","ZNF740"
"807","MA0753.2",8.10187631441027e-05,1.15371940902115,0.71,0.481,0.051284877070217,"Stromal cells","ZNF740"
"808","MA0754.1",1.13876135144252e-29,0.832454332966327,0.69,0.491,7.20835935463112e-27,"NE_5","CUX1"
"809","MA0754.1",9.62580493413327e-20,0.627239869460676,0.705,0.5,6.09313452330636e-17,"NFIB high_NE","CUX1"
"810","MA0754.1",2.69989238349113e-10,0.511350429480631,0.684,0.505,1.70903187874989e-07,"NE_7","CUX1"
"811","MA0754.1",3.40534528570942e-38,0.55320673079489,0.631,0.484,2.15558356585406e-35,"NE_1","CUX1"
"812","MA0755.1",2.03217049255987e-09,0.623269478737842,0.684,0.502,1.2863639217904e-06,"NE_7","CUX2"
"813","MA0755.1",1.35138934736551e-20,0.5265574152904,0.646,0.493,8.5542945688237e-18,"NE_5","CUX2"
"814","MA0755.1",7.43399114280218e-31,1.13016421945309,0.751,0.495,4.70571639339378e-28,"NFIB high_NE","CUX2"
"815","MA0756.1",5.0788450948238e-10,0.517682637328834,0.729,0.522,3.21490894502346e-07,"NE_7","ONECUT2"
"816","MA0756.1",1.14407939874337e-36,0.505585617507166,0.723,0.508,7.24202259404555e-34,"NE_5","ONECUT2"
"817","MA0756.1",4.36846940990742e-47,1.15563699155478,0.839,0.513,2.7652411364714e-44,"NFIB high_NE","ONECUT2"
"818","MA0756.1",1.24776554395935e-08,0.604095274583407,0.616,0.521,7.89835589326272e-06,"NE_6","ONECUT2"
"819","MA0757.1",6.26352704600897e-17,0.989035575594392,0.638,0.497,3.96481262012368e-14,"NE_6","ONECUT3"
"820","MA0757.1",2.04804724391315e-46,1.40108270119098,0.813,0.492,1.29641390539702e-43,"NFIB high_NE","ONECUT3"
"821","MA0758.1",2.34169063348728e-44,1.42763044594425,0.771,0.474,1.48229017099745e-41,"NFIB high_NE","E2F7"
"822","MA0758.1",4.61278633356166e-05,2.04893272237323,0.742,0.485,0.0291989374914453,"Stromal cells","E2F7"
"823","MA0758.1",1.42198740423637e-06,0.948229915193823,0.857,0.485,0.000900118026881621,"Endothelial cells","E2F7"
"824","MA0759.1",1.0872677404112e-17,0.890933705525844,1,0.461,6.8824047968029e-15,"Stromal cells","ELK3"
"825","MA0759.1",2.52819956571416e-06,4.20122575407727,0.515,0.458,0.00160035032509706,"NE_4","ELK3"
"826","MA0759.1",3.72038370954317e-26,6.40082981614945,1,0.461,2.35500288814082e-23,"Endothelial cells","ELK3"
"827","MA0760.1",1.99649036287587e-09,1.76170791500529,0.531,0.446,1.26377839970042e-06,"NE_4","ERF"
"828","MA0760.1",2.22564781437595e-27,9.00753866123,1,0.452,1.40883506649997e-24,"Endothelial cells","ERF"
"829","MA0761.2",1.68103398205522e-27,11.9844106415518,1,0.452,1.06409451064096e-24,"Endothelial cells","ETV1"
"830","MA0762.1",9.15458982621219e-28,11.9802548280236,1,0.456,5.79485535999232e-25,"Endothelial cells","ETV2"
"831","MA0763.1",0.000224025197300449,2.30671325118212,0.51,0.466,0.141807949891184,"NE_4","ETV3"
"832","MA0763.1",1.02492775629144e-16,2.49917666554326,0.968,0.469,6.48779269732481e-14,"Stromal cells","ETV3"
"833","MA0763.1",5.11183269674559e-26,7.67830948289673,1,0.468,3.23579009703996e-23,"Endothelial cells","ETV3"
"834","MA0764.2",1.91853551739056e-25,10.1501258695309,1,0.457,1.21443298250823e-22,"Endothelial cells","ETV4"
"835","MA0765.2",2.11898033540022e-26,5.75230493671564,1,0.462,1.34131455230834e-23,"Endothelial cells","ETV5"
"836","MA0766.2",3.91922536867913e-178,2.33954753896097,0.75,0.397,2.48086965837389e-175,"Club cells_1","GATA5"
"837","MA0766.2",2.2647978120642e-22,0.968375163725385,0.796,0.446,1.43361701503664e-19,"AT2 cells","GATA5"
"838","MA0766.2",7.33511133145422e-31,1.00750130357334,0.842,0.443,4.64312547281052e-28,"Club cells_3","GATA5"
"839","MA0766.2",3.28561694778165e-19,4.47223410371769,0.952,0.45,2.07979552794578e-16,"Endothelial cells","GATA5"
"840","MA0766.2",7.06397101791495e-22,1.32447194870577,0.642,0.442,4.47149365434016e-19,"Club cell_2","GATA5"
"841","MA0768.1",0.00202375851005361,0.512031128527581,0.69,0.498,1,"Endothelial cells","LEF1"
"842","MA0769.2",3.60542412906799e-24,1.25673450814036,0.803,0.466,2.28223347370004e-21,"AT2 cells","TCF7"
"843","MA0769.2",1.2302979101567e-46,1.17834949111124,0.741,0.457,7.78778577129193e-44,"Club cell_2","TCF7"
"844","MA0769.2",7.83400395160533e-162,1.4359735962728,0.756,0.419,4.95892450136617e-159,"Club cells_1","TCF7"
"845","MA0770.1",5.89922547638886e-17,3.77520380800541,0.905,0.437,3.73420972655415e-14,"Endothelial cells","HSF2"
"846","MA0770.1",0,1.76567237003354,0.89,0.355,0,"Club cells_1","HSF2"
"847","MA0770.1",1.30777019901861e-15,3.30224383403051,1,0.437,8.2781853597878e-13,"Stromal cells","HSF2"
"848","MA0770.1",6.41351300469839e-95,1.25262114411335,0.885,0.415,4.05975373197408e-92,"Club cell_2","HSF2"
"849","MA0770.1",3.64980427650703e-26,0.58338211996061,0.845,0.432,2.31032610702895e-23,"AT2 cells","HSF2"
"850","MA0770.1",1.99571420378175e-66,2.91531976420744,0.94,0.428,1.26328709099385e-63,"Club cells_3","HSF2"
"851","MA0771.1",4.23429431503269e-22,0.806215131857474,0.817,0.437,2.68030830141569e-19,"AT2 cells","HSF4"
"852","MA0771.1",6.22050984482145e-73,1.18309447206759,0.823,0.423,3.93758273177198e-70,"Club cell_2","HSF4"
"853","MA0771.1",4.7139276114166e-64,2.87222967034465,0.913,0.433,2.98391617802671e-61,"Club cells_3","HSF4"
"854","MA0771.1",6.06923323994764e-17,3.34663238222035,1,0.442,3.84182464088686e-14,"Stromal cells","HSF4"
"855","MA0771.1",6.24391302364983e-296,1.41243874024614,0.853,0.368,3.95239694397035e-293,"Club cells_1","HSF4"
"856","MA0771.1",5.02769656891075e-17,4.25495071313787,0.881,0.441,3.1825319281205e-14,"Endothelial cells","HSF4"
"857","MA0772.1",1.74442222020286e-05,8.07983370341654,0.391,0.465,0.0110421926538841,"NE_4","IRF7"
"858","MA0773.1",1.25341509802163e-23,6.7051823462511,1,0.488,7.93411757047689e-21,"Endothelial cells","MEF2D"
"859","MA0773.1",6.05035443397023e-17,7.07462688562991,0.968,0.489,3.82987435670316e-14,"Stromal cells","MEF2D"
"860","MA0774.1",8.21801511396735e-12,1.14735167477813,0.84,0.561,5.20200356714133e-09,"NE_8","MEIS2"
"861","MA0774.1",2.6204574711702e-128,1.46315339104093,0.855,0.524,1.65874957925074e-125,"NE_3","MEIS2"
"862","MA0775.1",3.71882311264011e-13,1.23067303523132,0.83,0.548,2.35401503030119e-10,"NE_8","MEIS3"
"863","MA0775.1",1.38444980291349e-151,1.87019622350167,0.848,0.511,8.76356725244237e-149,"NE_3","MEIS3"
